text,audio_path
The water flows down the drain spout at a consistent rate.,clotho_16k/Brook20Sec.wav
The water is flowing down the spout at a consistent rate.,clotho_16k/Brook20Sec.wav
Water continues to be poured in a container that already has water.,clotho_16k/Brook20Sec.wav
Water is flowing from a multitude of places.,clotho_16k/Brook20Sec.wav
"A large room with a group of men, women, and children speaking to one another.",clotho_16k/atrium.wav
"In a large hall, a cacophony of voices are speaking.",clotho_16k/atrium.wav
Many people are gathered in the same area while several conversations are going on at the same time,clotho_16k/atrium.wav
"Many people gathered in the same area, several conversations going on at the same time",clotho_16k/atrium.wav
Men women and children are speaking to each other in a large room.,clotho_16k/atrium.wav
A fan is spinning and then a lock is turned and a door opens.,clotho_16k/Cable Car Ride Birds.wav
An electric buzzing hums as a machine moves.,clotho_16k/Cable Car Ride Birds.wav
An electric buzzing hums while a machine is moving,clotho_16k/Cable Car Ride Birds.wav
The motor of a fan spins and whines while a clatter of cacophony occurs,clotho_16k/Cable Car Ride Birds.wav
"The spinning of a fan then a door lock is turned, and opened.",clotho_16k/Cable Car Ride Birds.wav
"A bird is chirping outside, and an animal occasionally wails.",clotho_16k/forest_ambience_copake_winter_1.wav
A variety of birds cackling and chirping while a large volume of air is moving nearby.,clotho_16k/forest_ambience_copake_winter_1.wav
As the wind bellows nearby a cacophony of birds singing and calling sounds.,clotho_16k/forest_ambience_copake_winter_1.wav
Crows are crowing while a steady wind is blowing in the background.,clotho_16k/forest_ambience_copake_winter_1.wav
The crows crow as a steady wind blows in the background.,clotho_16k/forest_ambience_copake_winter_1.wav
Water drips into another container of water and then a door squeaks.,clotho_16k/Kitchen-Sink-Drain.wav
Water drips into another container of water and then an door squeaks.,clotho_16k/Kitchen-Sink-Drain.wav
Water flowing and a door hinge squeaking as a door opens.,clotho_16k/Kitchen-Sink-Drain.wav
Water running and a door hinge grinding as the door opens.,clotho_16k/Kitchen-Sink-Drain.wav
Water trickles out of a faucet and into a drain before it is turned off.,clotho_16k/Kitchen-Sink-Drain.wav
A creaky door hinge opens and closes several times.,clotho_16k/Wooden Door 01.wav
A door hinge creaks as it opens and closes several times.,clotho_16k/Wooden Door 01.wav
A squeaky wooden door that is being opened and closed.,clotho_16k/Wooden Door 01.wav
Squeaking and banging noises over and over again.,clotho_16k/Wooden Door 01.wav
The noise is squeaking and banging over and over again.,clotho_16k/Wooden Door 01.wav
Cars driving by outside with heavy rain falling.,clotho_16k/Pictured_Rocks_Lake_M_Waves_2.wav
Hard rain beats down on a surface as the wind produces strong gusts.,clotho_16k/Pictured_Rocks_Lake_M_Waves_2.wav
It is raining very heavily outside and the cars are passing.,clotho_16k/Pictured_Rocks_Lake_M_Waves_2.wav
The rain comes in a downpour as a blast of air swells quickly.,clotho_16k/Pictured_Rocks_Lake_M_Waves_2.wav
"The wind gusts strongly, and hard rain beats down on a surface.",clotho_16k/Pictured_Rocks_Lake_M_Waves_2.wav
A high volume of air is generated by one machine as other machinery passes in the background.,clotho_16k/Amsterdam Cityhum at night.wav
A high volume of air is moving and other machinery is passing in the background.,clotho_16k/Amsterdam Cityhum at night.wav
A strong wind blowing outside of a window with people chatting in the background.,clotho_16k/Amsterdam Cityhum at night.wav
A vehicle engine is running while in muffled road traffic with people talking in the background.,clotho_16k/Amsterdam Cityhum at night.wav
engine and road noise with buffering and background speech,clotho_16k/Amsterdam Cityhum at night.wav
A person is using a file to cut down wood.,clotho_16k/cat_breath.wav
A person is breathing nearby in cold weather.,clotho_16k/cat_breath.wav
Buffering noises sound as an animal makes heavy breathing noises.,clotho_16k/cat_breath.wav
Someone is using a rubbing tool to cut wood.,clotho_16k/cat_breath.wav
Someone is breathing and making whistling and rattling sounds at a close range again and again in cold weather.,clotho_16k/cat_breath.wav
In a systematic way one piece of wood strikes another.,clotho_16k/forest stick sticks wood hit carpenter woodcutter axe handmade manual work craft crafting handcraft handcrafting 2.wav
One piece of wood striking another piece of wood in a systematic repeated way.,clotho_16k/forest stick sticks wood hit carpenter woodcutter axe handmade manual work craft crafting handcraft handcrafting 2.wav
Someone is tapping on a wooden object with rustling in the background.,clotho_16k/forest stick sticks wood hit carpenter woodcutter axe handmade manual work craft crafting handcraft handcrafting 2.wav
Wood knocking on wood then a pause and a crash then the knocking continues.,clotho_16k/forest stick sticks wood hit carpenter woodcutter axe handmade manual work craft crafting handcraft handcrafting 2.wav
Wood knocks against wood followed by a pause and a crash before the knocking continues,clotho_16k/forest stick sticks wood hit carpenter woodcutter axe handmade manual work craft crafting handcraft handcrafting 2.wav
A bird chirps in a rhythmic and high pitched pattern as insects buzz.,clotho_16k/Night in nature.wav
A bird chirps in a systematic rhythmic and high pitched pattern as insects buzz.,clotho_16k/Night in nature.wav
A bunch of different insects simultaneously chirp noisily,clotho_16k/Night in nature.wav
Crickets are chirping in the woods by the stream.,clotho_16k/Night in nature.wav
insects calling both near and far in an outdoor setting,clotho_16k/Night in nature.wav
A door is opened and closed over and over.,clotho_16k/DoorOpenClose-EDITED.wav
A door opens and then slams shut shortly after.,clotho_16k/DoorOpenClose-EDITED.wav
A screen door is opened and closed numerous times.,clotho_16k/DoorOpenClose-EDITED.wav
Someone opens a door and shuts it twice.,clotho_16k/DoorOpenClose-EDITED.wav
"They were opening and closing the door, and walking around and closing the door.",clotho_16k/DoorOpenClose-EDITED.wav
Birds are chirping loudly in the forest while insects are buzzing.,clotho_16k/April dawn chorus Sydenham Hill.wav
Many birds are chirping in the distance while other animals also make noise.,clotho_16k/April dawn chorus Sydenham Hill.wav
Many birds chirping in the distance with other animals making noises,clotho_16k/April dawn chorus Sydenham Hill.wav
Many different birds are chirping and tweeting together.,clotho_16k/April dawn chorus Sydenham Hill.wav
Several different birds are chirping harmoniously in nature.,clotho_16k/April dawn chorus Sydenham Hill.wav
A variety of birds chirp to one another.,clotho_16k/Forest Ambience Danish.wav
Birds chirping back and forth to each other in the background.,clotho_16k/Forest Ambience Danish.wav
Two birds are tweeting and chirping consistently and within rhythm of each other.,clotho_16k/Forest Ambience Danish.wav
Two birds tweet and chirp in a consistent rhythm.,clotho_16k/Forest Ambience Danish.wav
Various birds chirp harmoniously at one another in the trees,clotho_16k/Forest Ambience Danish.wav
Birds are chirping and someone is driving a car quickly down the road.,clotho_16k/RedWingBlackBirdShoppingCenter.wav
Birds are chirping and whistling as vehicles pass by on the road.,clotho_16k/RedWingBlackBirdShoppingCenter.wav
Birds are chirping while cars drive on a roadway.,clotho_16k/RedWingBlackBirdShoppingCenter.wav
Birds chirp harmoniously as a car with a loud engine drives by,clotho_16k/RedWingBlackBirdShoppingCenter.wav
birds chirping and whistling as vehicles pass by on the road.,clotho_16k/RedWingBlackBirdShoppingCenter.wav
A vehicle passing by smoothly then stops abruptly and starts accelerating again.,clotho_16k/around the yellow Ferrari pt. 1.wav
"A whining vehicle interrupts a clattering object, while a strong wind blows.",clotho_16k/around the yellow Ferrari pt. 1.wav
Cars and trucks passing by on a nearby street.,clotho_16k/around the yellow Ferrari pt. 1.wav
Vehicles buzz while travelling along a busy street during a windy day.,clotho_16k/around the yellow Ferrari pt. 1.wav
Vehicles on a nearby street are passing by.,clotho_16k/around the yellow Ferrari pt. 1.wav
A generator running smoothly and then abruptly shutting off.,clotho_16k/Engine-air compressor-090720.wav
A machine buzzes rhythmically and then comes to a stop with a hiss.,clotho_16k/Engine-air compressor-090720.wav
A motor is running and a ticking sound is heard and at the end is a release.,clotho_16k/Engine-air compressor-090720.wav
An engine is running constantly before it suddenly stops.,clotho_16k/Engine-air compressor-090720.wav
"Before it suddenly stopped, an engine ran constantly.",clotho_16k/Engine-air compressor-090720.wav
A bird chirping with a bug buzzing in the foreground.,clotho_16k/Birds Bees and Wind.wav
A bird tweeting with a bug buzzing in the front.,clotho_16k/Birds Bees and Wind.wav
A group of small birds are singing in the background.,clotho_16k/Birds Bees and Wind.wav
"Nature sounds such as birds chirping, wind blowing, and bees buzzing are in the background.",clotho_16k/Birds Bees and Wind.wav
The calm of the park is peaceful as the birds sing and a fly buzzes by.,clotho_16k/Birds Bees and Wind.wav
An alarm is beeping loudly throughout the audio.,clotho_16k/nightinggale2.wav
An insect is screaming continuously without any break,clotho_16k/nightinggale2.wav
Insects chirp loudly in a peaceful environment at night,clotho_16k/nightinggale2.wav
The strange alarm chirps like the ringing of a fire alarm.,clotho_16k/nightinggale2.wav
Throughout the audio an alarm is beating loudly.,clotho_16k/nightinggale2.wav
Different birds are screaming continuously in the nature.,clotho_16k/Aviary Birds 01.wav
Multiple birds are chirping back and forth to each other.,clotho_16k/Aviary Birds 01.wav
Screaming of different birds continuously in the nature,clotho_16k/Aviary Birds 01.wav
Two birds are communicating with each other through chirping.,clotho_16k/Aviary Birds 01.wav
Various birds chirping back and forth to each other at different tone levels.,clotho_16k/Aviary Birds 01.wav
Air is moving at varying volumes and speeds through an air duct.,clotho_16k/howling wind inside  02 131230_01.wav
Heavy winds rush through an opening in the door.,clotho_16k/howling wind inside  02 131230_01.wav
"In an air duct, air is moving at many speeds and varying volumes.",clotho_16k/howling wind inside  02 131230_01.wav
Powerful wind gusts and blowing at different intensity levels.,clotho_16k/howling wind inside  02 131230_01.wav
The wind is blowing hard through trees and under the roof.,clotho_16k/howling wind inside  02 131230_01.wav
A bird chirping in a place with an echo.,clotho_16k/blackbird.wav
"A bird chirps and the chirp gets quieter, and then louder again.",clotho_16k/blackbird.wav
A small bird chirping in a hallway many times .,clotho_16k/blackbird.wav
"In place of an echo, a bird chirped.",clotho_16k/blackbird.wav
"The call of a bird repeats, echoing as it bounces off its surroundings.",clotho_16k/blackbird.wav
A screaming kid is dragged by other kids as crickets squeak in the surroundings.,clotho_16k/Silencyo_CC_Field_Cicadas_French Children Playing_Wind_Dog_Distant Traffic.wav
Different species of birds chirp as children laugh in the distance.,clotho_16k/Silencyo_CC_Field_Cicadas_French Children Playing_Wind_Dog_Distant Traffic.wav
Different species of birds rustling and chirping and children talking in the background.,clotho_16k/Silencyo_CC_Field_Cicadas_French Children Playing_Wind_Dog_Distant Traffic.wav
Kids are conversing and yelling while bugs and animals make resonate in the environment,clotho_16k/Silencyo_CC_Field_Cicadas_French Children Playing_Wind_Dog_Distant Traffic.wav
children are talking and screaming while bugs and animals making sounds in the background,clotho_16k/Silencyo_CC_Field_Cicadas_French Children Playing_Wind_Dog_Distant Traffic.wav
A variety of birds are chirping and calling while traffic roars passed in the distance.,clotho_16k/bewicks_wren.wav
Birds chirp in a tree while cars drive in the distance.,clotho_16k/bewicks_wren.wav
Several birds singing and chirping with traffic backdrop.,clotho_16k/bewicks_wren.wav
"With a traffic backdrop, several birds are singing and chirping.",clotho_16k/bewicks_wren.wav
birds chirping and talking to each other and cars driving in the distance.,clotho_16k/bewicks_wren.wav
"A heavy downpour of rain is audible, with intermittent strikes of thunder.",clotho_16k/Summer night storm.wav
Heavy rain pours down outside with the occasional crack of thunder.,clotho_16k/Summer night storm.wav
It is raining and then begins to thunder.,clotho_16k/Summer night storm.wav
The rain falls down heavily while wind are blowing and thunder is rumbling in the background,clotho_16k/Summer night storm.wav
The wind blows as rain heavily falls to a backdrop of rumbling thunder.,clotho_16k/Summer night storm.wav
A heavy machine is turned on in a work place,clotho_16k/Shower 1.wav
A heavy piece of machinery is turned on in a work place,clotho_16k/Shower 1.wav
A sharp whistling is audible and repeats in the background at a high volume.,clotho_16k/Shower 1.wav
The constant hiss of steam completely covers any other noises.,clotho_16k/Shower 1.wav
The constant hiss of steam completely masks any other noises.,clotho_16k/Shower 1.wav
A car is passing by alongside a motorcycle.,clotho_16k/Freeway traffic moving at the speed limit(Overhead).wav
A car is passing by and a motorcycle passes too.,clotho_16k/Freeway traffic moving at the speed limit(Overhead).wav
A motorcycle and other traffic are passing in close proximity to each other.,clotho_16k/Freeway traffic moving at the speed limit(Overhead).wav
A motorcycle and other traffic passing in close proximity to each other.,clotho_16k/Freeway traffic moving at the speed limit(Overhead).wav
Rain coming down on a busy highway with a motorcycle going past.,clotho_16k/Freeway traffic moving at the speed limit(Overhead).wav
A group of people talk while birds chirp alongside them in the background.,clotho_16k/Ljubljana-2.wav
A group of people talking and also birds chirping in the background.,clotho_16k/Ljubljana-2.wav
"Men and women speak in a crowded, outdoor area.",clotho_16k/Ljubljana-2.wav
Men and women talk to each other in a crowded outdoor area.,clotho_16k/Ljubljana-2.wav
"Men and women talk, while a bird chirps in the background.",clotho_16k/Ljubljana-2.wav
A bunch of birds are chirping and tweeting,clotho_16k/InsectsSummerSwellingAug16th2013.wav
A lot of insects outside on a summer night.,clotho_16k/InsectsSummerSwellingAug16th2013.wav
Crickets in the woods chirp in the middle of the night.,clotho_16k/InsectsSummerSwellingAug16th2013.wav
The woods in the middle of the night with crickets in the trees.,clotho_16k/InsectsSummerSwellingAug16th2013.wav
"Tweeting and chirping, the bunch of birds carried on.",clotho_16k/InsectsSummerSwellingAug16th2013.wav
Birds are chirping and someone is firing shots in the background,clotho_16k/birds_serres_Auteuil.wav
Birds chirping while people move things around and talk in the background.,clotho_16k/birds_serres_Auteuil.wav
Birds in a zoo are chirping as their cage door are being opened and closed.,clotho_16k/birds_serres_Auteuil.wav
Someone is talking and birds are chirping inside a building.,clotho_16k/birds_serres_Auteuil.wav
"While birds chirp, people move things and talk in the background.",clotho_16k/birds_serres_Auteuil.wav
Background traffic hisses by while in the foreground someone is shuffling equipment.,clotho_16k/motorway ambient background.wav
Background traffic hisses by while someone shuffles equipment in the foreground.,clotho_16k/motorway ambient background.wav
Cars are passing by very fast on the road while a plane passes overhead.,clotho_16k/motorway ambient background.wav
Machinery makes a muffled noise as wind gusts strongly.,clotho_16k/motorway ambient background.wav
Traffic of different kinds of vehicles are moving nearby.,clotho_16k/motorway ambient background.wav
A person shuffling about in a room as a fan blows.,clotho_16k/Short room tone from a medium sized house room.wav
A trash bag is being shaken open while a dog barks.,clotho_16k/Short room tone from a medium sized house room.wav
"As a fan blows, a person shuffles about in a room.",clotho_16k/Short room tone from a medium sized house room.wav
Someone is shaking a trash bag open as a dog barks.,clotho_16k/Short room tone from a medium sized house room.wav
Someone is using a broom and performing cleaning tasks.,clotho_16k/Short room tone from a medium sized house room.wav
Hard papers being ripped in pieces one after another,clotho_16k/Walking across carpeted floor with slippers.wav
He is tearing down the sides of something within the house.,clotho_16k/Walking across carpeted floor with slippers.wav
Someone sweeping the floor with a broom very loud.,clotho_16k/Walking across carpeted floor with slippers.wav
hard papers are being ripped in pieces one after another,clotho_16k/Walking across carpeted floor with slippers.wav
tearing down the sides of something in a house,clotho_16k/Walking across carpeted floor with slippers.wav
A number of trains are moving in the local area at different speeds and passing each other.,clotho_16k/train_arrival.wav
A number of trains pass each other as they are moving in the local area at different speeds.,clotho_16k/train_arrival.wav
A vehicle engine starts up and then accelerates and drives off becoming quieter as it goes into the distance,clotho_16k/train_arrival.wav
"An engine starts then revs before driving away and approaching again, then it leaves again with tapping in the background.",clotho_16k/train_arrival.wav
a train is going slowly while a car is going really fast,clotho_16k/train_arrival.wav
A long train passes by as it blows its horn.,clotho_16k/two trains-casablanca.wav
A train with a lot of cars going past a location at a very fast pace blowing its horn.,clotho_16k/two trains-casablanca.wav
The horn of a train blows as it continues rolling on the tracks,clotho_16k/two trains-casablanca.wav
The horn of a train goes off as it continues rolling on the tracks,clotho_16k/two trains-casablanca.wav
Cars and trains are honking and speeding by quickly.,clotho_16k/two trains-casablanca.wav
A crowd of adults and children are talking to each other,clotho_16k/Market environment.wav
A crowd of adults and children talking to each other,clotho_16k/Market environment.wav
A crowd of people are talking and a little kid speaks clearly.,clotho_16k/Market environment.wav
A little kid speaks up clearly while a crowd of people are talking.,clotho_16k/Market environment.wav
A train station is busy as people are talking to each other.,clotho_16k/Market environment.wav
A motor is running at a steady pace.,clotho_16k/Morning Ride 1.wav
An engine is running at a smooth and steady pace.,clotho_16k/Morning Ride 1.wav
An old truck in a driveway is idling.,clotho_16k/Morning Ride 1.wav
An old truck was idling in a driveway.,clotho_16k/Morning Ride 1.wav
"Many engine sounds with clattering, vibration and chugging noises.",clotho_16k/Morning Ride 1.wav
A large motorcycle that is being revved up.,clotho_16k/Motorcycle 2.wav
A motorcycle engine idles and then the engine revs several more times.,clotho_16k/Motorcycle 2.wav
A motorcycle engine idles and then the engine revs several times.,clotho_16k/Motorcycle 2.wav
A tractor engine with a faulty drive belt is being revved repeatedly as the belt flaps around.,clotho_16k/Motorcycle 2.wav
A tractor engine with a faulty drive belt is revved over and over again as the belt flaps around.,clotho_16k/Motorcycle 2.wav
A person is walking through a lot of leaves making a crunching sound.,clotho_16k/WalkingThroughLeaves1.wav
A person walking through a lot of leaves is causing a crunching sound.,clotho_16k/WalkingThroughLeaves1.wav
A person walks through the dry Fall leaves on the ground.,clotho_16k/WalkingThroughLeaves1.wav
A person is marching on some leaves outside.,clotho_16k/WalkingThroughLeaves1.wav
The person walking threw the leaves gets louder and louder.,clotho_16k/WalkingThroughLeaves1.wav
A quiet and faint consistent humming in the background.,clotho_16k/Cityscape 03 090617.wav
A quiet and faint consistent humming is in the background.,clotho_16k/Cityscape 03 090617.wav
"In the distance, a passenger train is on the tracks.",clotho_16k/Cityscape 03 090617.wav
The ambience of a building reverberates against the walls.,clotho_16k/Cityscape 03 090617.wav
an engine is whirring and someone is sharpening a knife in the back,clotho_16k/Cityscape 03 090617.wav
"Birds are chirping, a car honks, and people talk softly.",clotho_16k/outdoors ambient distant village.wav
"Birds are chirping, a car honks, and several people talk softly.",clotho_16k/outdoors ambient distant village.wav
"Birds chirping, dogs barking, and wind blowing create a summer ambience.",clotho_16k/outdoors ambient distant village.wav
traffic noises while voices yelling and dogs barking,clotho_16k/outdoors ambient distant village.wav
traffic noises with voices and dogs barking in the distance,clotho_16k/outdoors ambient distant village.wav
A machine is running continuously at the same speed.,clotho_16k/Fridge Door.wav
A object is thrown inside the trash and food is chopped.,clotho_16k/Fridge Door.wav
A object is thrown inside the trash while food is being chopped.,clotho_16k/Fridge Door.wav
"A scraping is done, then a series of repetitive thuds and squeaks sound before more scraping.",clotho_16k/Fridge Door.wav
"An scraping is done, then a series of repetitive thuds and squeaks sound before more scraping.",clotho_16k/Fridge Door.wav
A heavy machine gas operated generator running on idle,clotho_16k/Compressor_Motor.wav
"A large motor is idling, with rhythmic vibration.",clotho_16k/Compressor_Motor.wav
A large motor with rhythmic vibration is idling.,clotho_16k/Compressor_Motor.wav
"A rather heavy machine operated generator, run by gas, is running idle.",clotho_16k/Compressor_Motor.wav
An air compressor running at a constant speed over time.,clotho_16k/Compressor_Motor.wav
A large helicopter running at a fair distance near an airplane field.,clotho_16k/train boat.wav
"A soft, mechanical whir grows into a loud rumble while wind blows in the background",clotho_16k/train boat.wav
A tractor clearing dirt across a construction site.,clotho_16k/train boat.wav
"An air compressor running under constant load, then it slows down.",clotho_16k/train boat.wav
An air compressor runs under a steady load and then slows down.,clotho_16k/train boat.wav
"A loud screeching, almost static, noise emits from the running motor",clotho_16k/drill.wav
A machine rotates around and makes a high pitched buzzing.,clotho_16k/drill.wav
As a machine rotates around and it makes a high pitched buzzing.,clotho_16k/drill.wav
Loud motor running creating a static and screeching sound.,clotho_16k/drill.wav
Someone is sawing a long board with a table saw.,clotho_16k/drill.wav
A heavy rain is coming down on a roof and falling to the ground.,clotho_16k/Household - Rain on Conservatory Roof.wav
It is raining and hailing on a tin roof.,clotho_16k/Household - Rain on Conservatory Roof.wav
It is raining and hailing on top of a tin roof.,clotho_16k/Household - Rain on Conservatory Roof.wav
Water flows at a medium and constant rate.,clotho_16k/Household - Rain on Conservatory Roof.wav
Water is going at a steady and constant rate of motion.,clotho_16k/Household - Rain on Conservatory Roof.wav
It is raining and hailing and it gets harder before it gets softer.,clotho_16k/Waterheater.wav
Rain and hail grow harder and louder but then lets up.,clotho_16k/Waterheater.wav
Rain quickly began to fall on the roof.,clotho_16k/Waterheater.wav
Rain was falling on a metal pipe and it slowed down,clotho_16k/Waterheater.wav
Rain was falling on a metal pipe then it slowed down.,clotho_16k/Waterheater.wav
It is either raining or a shower is turned lightly on somewhere.,clotho_16k/Rain_Falling_On_Ground.wav
Rain falling onto a roof and down a gutter and metal being struck by a hard object in the background.,clotho_16k/Rain_Falling_On_Ground.wav
The rain falls onto the roof and then down the gutter as an object strikes metal in the background.,clotho_16k/Rain_Falling_On_Ground.wav
Water is raining down lightly at a normal rate.,clotho_16k/Rain_Falling_On_Ground.wav
Water rains down lightly at a steady pace.,clotho_16k/Rain_Falling_On_Ground.wav
A machine runs softly as thunder rumbles in the distance.,clotho_16k/rotating sprinkler.wav
A mechanical device continues quietly amid rolling thunder far away.,clotho_16k/rotating sprinkler.wav
A motor is running real fast at first and then normal.,clotho_16k/rotating sprinkler.wav
A sprinkler is spraying water very quickly then slows slightly to an even pace,clotho_16k/rotating sprinkler.wav
A sprinkler sprays water at a fast pace before slowing down.,clotho_16k/rotating sprinkler.wav
A storm progresses while rain and hail hit a roof.,clotho_16k/Under the metal roof while raining.wav
Hail is falling on a tin metal roof and the wind is blowing debris.,clotho_16k/Under the metal roof while raining.wav
Hail is falling on a tin metal roof and wind is blowing.,clotho_16k/Under the metal roof while raining.wav
Rain and hail falling on a roof during a storm.,clotho_16k/Under the metal roof while raining.wav
Several hard pieces rattle around in a clothes dryer as it spins.,clotho_16k/Under the metal roof while raining.wav
A shower was running the whole clip with no other sounds present.,clotho_16k/Rain Rain.wav
A rainfall continues at a steady pace for twenty seconds.,clotho_16k/Rain Rain.wav
The only sound on the whole clip was a shower running.,clotho_16k/Rain Rain.wav
Water running in a waterfall or pan frying or cooking in oil.,clotho_16k/Rain Rain.wav
a steady fall of rain continues for twenty seconds.,clotho_16k/Rain Rain.wav
A person is walking on hard surface such as pavement or concrete.,clotho_16k/step_sound.wav
A person walking on a hard surface like pavement or concrete.,clotho_16k/step_sound.wav
About twenty or so footsteps that become softer as time goes on,clotho_16k/step_sound.wav
Someone is making their way down a long flight of stairs.,clotho_16k/step_sound.wav
Someone walking down a long flight of stairs.,clotho_16k/step_sound.wav
Jingling keys move around on a key ring.,clotho_16k/House Keys pack SFX.wav
Keys are jingling and being moved around a key ring.,clotho_16k/House Keys pack SFX.wav
Small metal objects are being moved and dropped against another hard surface.,clotho_16k/House Keys pack SFX.wav
Small metal objects being moved and dropped against another hard surface.,clotho_16k/House Keys pack SFX.wav
Someone is spinning a set of keys around their finger.,clotho_16k/House Keys pack SFX.wav
A long buzz is interrupted by static and lower tones.,clotho_16k/lead.wav
Long buzzing stops then static starts before the lower tones.,clotho_16k/lead.wav
Loud feedback from a large chime or mechanical unit.,clotho_16k/lead.wav
"Loud, almost feedback type from a large chime or mechanical unit.",clotho_16k/lead.wav
Someone is driving through a car wash to clean their car.,clotho_16k/lead.wav
A car door opens while the engine hums at a low level.,clotho_16k/Printer Setting Up.wav
A printer head moving back and forth on its bar,clotho_16k/Printer Setting Up.wav
Mechanical buzzing precedes and follows the closing of a door.,clotho_16k/Printer Setting Up.wav
The electronic driver system is being adjusted by the driver.,clotho_16k/Printer Setting Up.wav
The printer head moves back and forth while printing.,clotho_16k/Printer Setting Up.wav
A bottle opening precedes a lot of crunching.,clotho_16k/scraping seeds from a squash.wav
A door opens and closes along with walking around stepping sounds.,clotho_16k/scraping seeds from a squash.wav
A mechanical bottle opening precedes some loud crunching.,clotho_16k/scraping seeds from a squash.wav
A metal object striking and scraping against another metallic surface.,clotho_16k/scraping seeds from a squash.wav
Two metallic objects are scraping against each other.,clotho_16k/scraping seeds from a squash.wav
A high pitched screech gets louder until it fades out.,clotho_16k/like a jet aircraft landing.wav
An airplane beginning to take off and off into the air.,clotho_16k/like a jet aircraft landing.wav
"As they operate, the machines whir loudly and increase in volume.",clotho_16k/like a jet aircraft landing.wav
"Before fading out, the high pitched screech grows louder.",clotho_16k/like a jet aircraft landing.wav
Machines whir loudly and increase in noise as they operate.,clotho_16k/like a jet aircraft landing.wav
A distant voice and chirping while the wind blows strongly.,clotho_16k/APPROACHING_STORM_2_0809_183204.wav
Distant chirping with wind distortion and a very distant voice.,clotho_16k/APPROACHING_STORM_2_0809_183204.wav
The cicadas continue to chirp as the wind and thunder picks up.,clotho_16k/APPROACHING_STORM_2_0809_183204.wav
Thunder gets louder and louder as bugs hiss.,clotho_16k/APPROACHING_STORM_2_0809_183204.wav
Wind and thunder picks up as cicadas release their chirps,clotho_16k/APPROACHING_STORM_2_0809_183204.wav
A bird is chirping repeatedly in the background.,clotho_16k/winter wren wind leaves.wav
A couple birds chirp back and forth at each other,clotho_16k/winter wren wind leaves.wav
A couple of birds chirp back and forth at each other,clotho_16k/winter wren wind leaves.wav
A small bird that is locked in a cage chirping.,clotho_16k/winter wren wind leaves.wav
In the background a bird is repeatedly chirping.,clotho_16k/winter wren wind leaves.wav
A person slams a squeaky metal door closed,clotho_16k/recycling paper.wav
A person slams an squeaky metal door closed.,clotho_16k/recycling paper.wav
A squeaky cage is opening and closing loudly.,clotho_16k/recycling paper.wav
Someone keeps opening and closing a locker door over and over repeatedly.,clotho_16k/recycling paper.wav
Someone opening and closing a locker door repeatedly over and over.,clotho_16k/recycling paper.wav
A passenger is riding a city commuter train,"clotho_16k/, iannaeneee iiaca, caienu niaoe iaao aaaiiaie, nooe eie n, oi e naeno aaoa ia neiinoe, caii eaaaaoia iiiineon.wav"
A train rattles the tracks as it passes over them.,"clotho_16k/, iannaeneee iiaca, caienu niaoe iaao aaaiiaie, nooe eie n, oi e naeno aaoa ia neiinoe, caii eaaaaoia iiiineon.wav"
"Similar to the train running down the tracks, something is moving.","clotho_16k/, iannaeneee iiaca, caienu niaoe iaao aaaiiaie, nooe eie n, oi e naeno aaoa ia neiinoe, caii eaaaaoia iiiineon.wav"
Something moving similar to the train down the tracks.,"clotho_16k/, iannaeneee iiaca, caienu niaoe iaao aaaiiaie, nooe eie n, oi e naeno aaoa ia neiinoe, caii eaaaaoia iiiineon.wav"
The train tracks are rattling when the train goes over them.,"clotho_16k/, iannaeneee iiaca, caienu niaoe iaao aaaiiaie, nooe eie n, oi e naeno aaoa ia neiinoe, caii eaaaaoia iiiineon.wav"
A commuter train is driving through the rain.,clotho_16k/TidalBarrage.wav
A commuter train is carrying people in the rain.,clotho_16k/TidalBarrage.wav
A waterfall flows over rocks as the wind blows.,clotho_16k/TidalBarrage.wav
As the train passes by the rain hits hard.,clotho_16k/TidalBarrage.wav
It is raining real hard as a train passes by.,clotho_16k/TidalBarrage.wav
BIRDS ARE CHIRPING WHILE A MACHINE IS IN USE,clotho_16k/helicopter4_distant.wav
Birds chirp while a helicopter motor and blades hum.,clotho_16k/helicopter4_distant.wav
"Helicopter blades turn, followed by the chirping of birds.",clotho_16k/helicopter4_distant.wav
The motor of a helicopter and blades hum while birds chirp,clotho_16k/helicopter4_distant.wav
"While a machine is in use, birds are chirping.",clotho_16k/helicopter4_distant.wav
Hard metal objects striking and being scraped against a thin tin object.,clotho_16k/Creak of metal gate.wav
Hard metal objects striking and scraping against a thin tin object.,clotho_16k/Creak of metal gate.wav
Metal clanging and metal hinges opening and shutting,clotho_16k/Creak of metal gate.wav
Metal hinges being worked and made to creek and squeak while metal clatters.,clotho_16k/Creak of metal gate.wav
Someone opening a metal gate and then closing it.,clotho_16k/Creak of metal gate.wav
A baby is crying as a dog is barking at the background.,clotho_16k/Horny_Cats-Barking_Dog-Bird_GaryBard.wav
A cat is crying and a dog is barking.,clotho_16k/Horny_Cats-Barking_Dog-Bird_GaryBard.wav
A cat is meowing in the background as a dog barks.,clotho_16k/Horny_Cats-Barking_Dog-Bird_GaryBard.wav
A dog is barking and a cat is meowing in the background,clotho_16k/Horny_Cats-Barking_Dog-Bird_GaryBard.wav
a cat that is crying and a dog barking,clotho_16k/Horny_Cats-Barking_Dog-Bird_GaryBard.wav
